False,0,Plus he really doesn't like defending himself and will willingly take blows just to give out punishment. 
False,0,Moon Knight is my favorite superhero and I don't like Batman so it pains me to say this but Batman would win cause Batman has a black belt in every martial art in the world plus he'll use gadgets and stuff while Moon Knight will try to fight straight up.
False,0,Read the entry of Red Skull in this Wikia
False,0,Howard The Duck
False,0,Yo mama
False,0,Ant Man and Vision 
False,0,Ant-man
False,0,The vision
False,0,Howard Stark and Hank Pym.
False,0,Doctor strange and Wasp
False,0,You forgot ant man. He was in the trailer but he was so small to the point where you probably couldn't see him.
False,0,Ithi nk it was Oziris in anicent Egypt(Read Shiels comic byJona than Hickman)
False,0,The whole history of the organization (Earth-616) in  the comic-book S.H.I.E.L.D #9 of this year
False,0,"Well, it was a branch off from the SSR. & It was founded by Peggy Carter, Howard Stark, & Chester Phillips after World War II when they defeated HYDRA. (This is all according to the MCU, I don't know if it's different in Earth-616)."
False,0,Nick fury. SR
False,0,I think Peggy Carter and Howard Stark started S.H.I.E.L.D sometime shortly after the time Steve went into the ice and the war ended. They started it to protect people from things like the Tesseract. 
False,0,If Marvel is involved it might be good. But FOX is always hit or miss with me. I wish Marvel had the rights to X-Men/mutants.
False,1,Fox were the guys that made the horrible Fan4 reboot
False,0,I look forward to the hellfire show
False,0,I heard it won't tie into the movies. Don't really plan on watching
False,0,Bucky will be the new cap
False,0,If Steve dead during civil war Bucky will be new captain (on comics).
False,0,"I doubt it... It seems like they want to move forward with falcon as the new cap, but hey, thats just my opinion!"
False,0,Yes 100% 
False,1,Ben reily
False,0,"Personally, Ben is my favorite."
False,1,"With Kaine theres the killing which, is a plus, but not funny, Ben was awesome though, being Peter's ""brother"" shows them having a good bond."
False,0,"I have been reading marvel comic since I was 10 ( I am 51!!!) and have to say that the story line of pretty much all the characters is getting way too complicated and confusing.
For Spider-Man in particular , I miss those beautiful stories that continue for several issues and that really focus on PETER ...I guess I am getting old!!! "
False,0,"Yeah, I totally agree. I really liked how they threw Sajani in though, it seems kind of funny having her in this."
